product_id,product_name,product_category,product_weight_kg,fragility_level,is_liquid,premium_level,material_id,material_name,material_type,strength,weight_capacity_kg,biodegradability_score,co2_emission_score,recyclability_percent,base_cost_per_unit,shipping_category,region_market,strength_norm,weight_capacity_kg_norm,biodegradability_score_norm,co2_emission_score_norm,recyclability_percent_norm,base_cost_per_unit_norm,co2_impact_index,cost_efficiency_index,material_suitability_score
110,mascara_product_110,mascara,0.288,high,0,2,59,PETG Lotion Bottle,Plastic,7,0.614,23.59,68.1,41.57,4.49,standard,Other,0.5,0.342167255,0.248315789,0.641922563,0.02690119,0.149,0.47315,7.312703571,0.229794737
111,serum_product_111,serum,0.211,medium,1,2,38,Recycled Glass Perfume Bottle,Glass,6,0.375,6.39,86.04,81.37,9.09,express,Asia,0.25,0.201413427,0.067263158,0.881441923,0.713226418,0.609,0.45355,24.23999994,-0.062521053
112,lipstick_product_112,lipstick,0.372,high,0,1,55,Molded Pulp Tray,Molded Pulp,5,1.286,81.09,41.7,66.2,5.77,standard,North America,0,0.737926972,0.853578947,0.289452603,0.451629591,0.277,0.086,4.486780712,0.172973684
113,toner_product_113,toner,0.317,medium,1,3,53,Refillable Stick Container,Plastic,7,0.898,29.13,60.3,48.63,6.64,express,Asia,0.5,0.50942285,0.306631579,0.537783712,0.148646318,0.364,0.35985,7.394209346,0.182789474
114,foundation_product_114,foundation,0.096,low,1,2,68,Magnetic Closure Paperboard Box,Paper/Paperboard,5,0.269,91.77,39.56,79.85,5.95,standard,North America,0,0.138987043,0.966,0.260881175,0.687015003,0.295,-0.00365,22.11895903,0.2013
115,compact_product_115,compact,0.408,medium,0,2,65,Cornstarch Bioplastic Jar,Bioplastic,8,0.911,71.27,38.91,59.47,6.31,express,Asia,0.75,0.517078916,0.750210526,0.252202937,0.335575099,0.331,0.09175,6.926454438,0.425763158
116,eyeliner_product_116,eyeliner,0.207,medium,0,2,9,Biodegradable PBAT Pouch,Bioplastic,7,0.468,62.2,48.1,60.05,7.48,standard,Asia,0.5,0.256183745,0.654736842,0.374899866,0.345576824,0.448,0.18075,15.98290595,0.262021053
117,toner_product_117,toner,0.25,medium,1,1,87,Recycled PP Compact Case,Plastic,8,0.781,23.43,47.38,59.07,5.58,standard,Asia,0.75,0.440518257,0.246631579,0.365287049,0.328677358,0.258,0.17845,7.14468629,0.296589474
118,lotion_product_118,lotion,0.024,low,1,2,78,Airless Pump Bottle,Other,7,0.059,45.2,46.9,59.17,4.97,fragile,Asia,0.5,0.015312132,0.475789474,0.358878505,0.330401793,0.197,0.17315,84.23728671,0.283636842
119,lip_balm_product_119,lip_balm,0.275,high,0,2,95,Bamboo Dropper Bottle,Wood/Bamboo,7,0.885,69.54,37.41,54.27,6.91,standard,North America,0.5,0.501766784,0.732,0.232176235,0.245904466,0.391,0.10275,7.807909596,0.3023
120,eyeliner_product_120,eyeliner,0.162,low,0,2,123,Refillable Acrylic Jar,Plastic,8,0.244,33.21,56.51,41.74,6.53,standard,Other,0.75,0.12426384,0.349578947,0.487182911,0.02983273,0.353,0.3564,26.76229497,0.298973684
121,compact_product_121,compact,0.129,high,0,1,68,Airless Pump Bottle,Other,5,0.264,66.24,66.95,62.27,5.28,express,Asia,0,0.136042403,0.697263158,0.626568758,0.383859286,0.228,0.35815,19.99999992,0.140778947
122,cream_product_122,cream,0.34,medium,0,1,149,Compostable Pouch with Valve,Bioplastic,7,0.575,64.59,37.06,66.08,6.89,express,Asia,0.5,0.319199058,0.679894737,0.227503338,0.449560269,0.389,0.0402,11.98260867,0.287268421
123,lip_balm_product_123,lip_balm,0.119,low,0,2,67,Biodegradable PBAT Pouch,Bioplastic,6,0.284,74.9,59.63,44.09,7.78,standard,Europe,0.25,0.147820966,0.788421053,0.528838451,0.070356958,0.478,0.37585,27.3943661,0.193126316
124,eyeliner_product_124,eyeliner,0.082,high,0,1,73,Recycled PET Bottle,Plastic,9,0.176,32.04,47.95,65.81,6.38,express,Europe,1,0.084216726,0.337263158,0.372897196,0.444904294,0.338,0.15045,36.24999979,0.399778947
125,compact_product_125,compact,0.269,low,0,1,58,Recycled Cardboard Sleeve,Paper/Paperboard,5,0.583,76.78,34.82,83.8,3.92,fragile,Asia,0,0.323910483,0.808210526,0.197596796,0.755130195,0.092,-0.0708,6.723842184,0.214863158
126,compact_product_126,compact,0.338,high,0,2,55,PCR Plastic Lotion Bottle,Plastic,8,0.869,24.68,68.73,47.01,6.76,express,Asia,0.75,0.492343934,0.259789474,0.650333778,0.120710467,0.376,0.45225,7.779056378,0.265136842
127,foundation_product_127,foundation,0.164,low,1,3,108,Molded Pulp Tray,Molded Pulp,7,0.326,79.98,23.81,94.74,6.71,standard,Asia,0.5,0.172555948,0.841894737,0.050600801,0.943783411,0.371,-0.2356,20.58282202,0.341268421
128,lip_balm_product_128,lip_balm,0.063,medium,0,2,66,Glass Cosmetic Jar,Glass,7,0.142,1.59,61.89,72.94,7.36,standard,North America,0.5,0.064193168,0.016736842,0.559012016,0.567856527,0.436,0.2542,51.83098555,0.074221053
129,lotion_product_129,lotion,0.265,low,1,3,101,Bamboo Dropper Bottle,Wood/Bamboo,7,0.605,78.05,52.58,67.39,10.96,standard,Other,0.5,0.336866902,0.821578947,0.434712951,0.472150371,0.796,0.18885,18.11570245,0.207673684
130,serum_product_130,serum,0.203,high,1,3,91,Window Cutout Paperboard Box,Paper/Paperboard,8,0.587,75.3,40.47,71.29,3.09,fragile,North America,0.75,0.326266195,0.792631579,0.273030708,0.539403345,0.009,0.04825,5.264054506,0.535089474
131,lotion_product_131,lotion,0.328,high,1,3,131,Recycled Glass Perfume Bottle,Glass,8,1.117,4.87,78.19,89.12,7.05,standard,North America,0.75,0.638398115,0.051263158,0.776635514,0.84687015,0.405,0.3363,6.311548786,0.193878947
132,compact_product_132,compact,0.078,medium,0,2,78,Refillable Metal Compact Case,Aluminum,7,0.254,2.75,94.15,84.95,8.87,express,Asia,0.5,0.130153121,0.028947368,0.989719626,0.7749612,0.587,0.51675,34.92125971,0.03258421
133,compact_product_133,compact,0.317,low,0,2,56,Recycled Aluminum Deodorant Stick,Aluminum,9,0.664,0.96,75.29,86.15,11.53,standard,Asia,1,0.371613663,0.010105263,0.737917223,0.795654423,0.853,0.32215,17.36445781,0.147131579
134,eyeliner_product_134,eyeliner,0.056,low,0,2,52,Metalized Paperboard Box,Aluminum,7,0.103,2.55,94.92,93.72,10.69,standard,Asia,0.5,0.041224971,0.026842105,1,0.926194171,0.769,0.4806,103.7864068,-0.022647368
135,lipstick_product_135,lipstick,0.083,medium,0,3,133,Window Cutout Paperboard Box,Paper/Paperboard,7,0.126,83.14,32.04,66.19,4.55,standard,Asia,0.5,0.054770318,0.875157895,0.160480641,0.451457148,0.155,-0.01055,36.11111082,0.416047368
136,lotion_product_136,lotion,0.399,medium,1,2,82,Bamboo Dropper Bottle,Wood/Bamboo,6,0.65,67.53,25.36,58.44,10.88,express,Asia,0.25,0.363368669,0.710842105,0.07129506,0.317813416,0.788,-0.0386,16.73846151,0.076852632
137,lipstick_product_137,lipstick,0.283,low,0,2,42,Recycled HDPE Tube,Plastic,8,0.869,9.45,65.94,49.74,6.61,fragile,Asia,0.75,0.492343934,0.099473684,0.613084112,0.16778755,0.361,0.4107,7.60644418,0.221542105
138,serum_product_138,serum,0.473,medium,1,3,34,Recycled HDPE Tube,Plastic,8,1.075,6.34,67.05,58.46,6.55,standard,Asia,0.75,0.613663133,0.066736842,0.627903872,0.318158303,0.355,0.3782,6.09302325,0.213521053
139,compact_product_139,compact,0.447,low,0,2,129,Recycled PP Compact Case,Plastic,7,0.735,20.51,41.43,41.52,6.98,fragile,Asia,0.5,0.413427562,0.215894737,0.285847797,0.026038972,0.398,0.2067,9.496598627,0.145368421
140,mascara_product_140,mascara,0.479,low,0,2,5,Refillable Glass Foundation Bottle,Glass,8,1.245,9.71,88.27,89.6,8.13,standard,Asia,0.75,0.713780918,0.102210526,0.911214953,0.855147439,0.513,0.4347,6.530120477,0.176763158
141,compact_product_141,compact,0.224,low,0,1,68,Recycled Aluminum Deodorant Stick,Aluminum,7,0.683,4.88,86.68,75.24,8.53,express,North America,0.5,0.382803298,0.051368421,0.889986649,0.607518538,0.553,0.4906,12.48901902,0.049510526
142,foundation_product_142,foundation,0.04,medium,1,3,124,Refillable Metal Compact Case,Aluminum,8,0.073,3.01,84.56,92.21,11.87,express,Asia,0.75,0.023557126,0.031684211,0.861682243,0.900155199,0.887,0.38455,162.6027375,0.043405263
143,toner_product_143,toner,0.307,low,1,1,32,Biodegradable PBAT Pouch,Bioplastic,7,0.765,78.39,58.29,47.22,5.49,standard,Europe,0.5,0.431095406,0.825157895,0.510947931,0.124331781,0.249,0.3468,7.176470579,0.372847368
144,serum_product_144,serum,0.412,low,1,3,135,Airless Pump Bottle,Other,6,0.767,55.44,47.74,79.14,7.74,fragile,Other,0.25,0.432273262,0.583578947,0.370093458,0.674771512,0.474,0.0817,10.09126465,0.132873684
145,compact_product_145,compact,0.47,high,0,1,44,Frosted Glass Serum Bottle,Glass,8,1.394,0.92,88.95,82.21,6.9,standard,Asia,0.75,0.801531213,0.009684211,0.920293725,0.727711674,0.39,0.47845,4.949784788,0.185905263
146,lip_balm_product_146,lip_balm,0.163,medium,0,2,72,Paper Tube Lip Balm Container,Paper/Paperboard,7,0.325,91.93,30.85,65.63,5.23,express,North America,0.5,0.17196702,0.967684211,0.14459279,0.44180031,0.223,-0.01965,16.09230764,0.423405263
147,lip_balm_product_147,lip_balm,0.068,high,0,2,112,Sugarcane Bioplastic Tube,Bioplastic,7,0.209,82.27,54.45,58.45,7.75,fragile,Asia,0.5,0.103651354,0.866,0.459679573,0.31798586,0.475,0.25225,37.08133954,0.3173
148,lipstick_product_148,lipstick,0.385,low,0,1,70,Compostable Pouch with Valve,Bioplastic,7,1.253,82.76,50.35,62.69,8.37,express,Asia,0.5,0.718492344,0.871157895,0.40493992,0.391101914,0.537,0.19005,6.679968071,0.300247368
149,lip_balm_product_149,lip_balm,0.329,low,0,2,4,Cornstarch Bioplastic Jar,Bioplastic,7,0.613,72.38,50.87,40.1,7.48,standard,Asia,0.5,0.341578327,0.761894737,0.41188251,0.001551992,0.448,0.3082,12.20228383,0.294168421
150,lipstick_product_150,lipstick,0.251,medium,0,2,147,Recycled HDPE Tube,Plastic,9,0.512,29.6,41.58,59.46,6.4,standard,Europe,1,0.282096584,0.311578947,0.287850467,0.335402656,0.34,0.1185,12.49999998,0.391473684
151,cream_product_151,cream,0.18,low,0,2,146,Metalized Paperboard Box,Aluminum,9,0.404,2.2,73.69,82.55,9.6,express,North America,1,0.218492344,0.023157895,0.716555407,0.733574754,0.66,0.32415,23.76237618,0.208947368
152,serum_product_152,serum,0.499,medium,1,3,137,PETG Lotion Bottle,Plastic,9,1.697,9.14,52.3,73.59,5.54,express,Asia,1,0.979976442,0.096210526,0.430974633,0.579065356,0.254,0.15505,3.264584559,0.352663158
153,lip_balm_product_153,lip_balm,0.033,low,0,1,69,Aluminium Cosmetic Tin,Aluminum,7,0.105,4.65,89.56,76.29,12.12,fragile,Asia,0.5,0.042402827,0.048947368,0.928437917,0.625625108,0.912,0.51415,115.4285703,-0.058915789
154,lip_balm_product_154,lip_balm,0.24,high,0,2,41,Glass Cosmetic Jar,Glass,8,0.436,9.04,87.28,89.51,6.04,standard,Asia,0.75,0.237338045,0.095157895,0.89799733,0.853595447,0.304,0.42525,13.85321098,0.237347368
155,foundation_product_155,foundation,0.247,high,1,1,80,Tinted Glass Cream Jar,Aluminum,8,0.554,1.31,76.17,95.84,8.5,standard,Asia,0.75,0.306831566,0.013789474,0.749666222,0.962752199,0.55,0.2825,15.34296026,0.139136842
156,toner_product_156,toner,0.051,medium,1,2,70,Refillable Metal Compact Case,Aluminum,8,0.168,2.81,78.65,82.25,11.63,standard,Asia,0.75,0.0795053,0.029578947,0.782777036,0.728401449,0.863,0.37525,69.22619006,0.049973684
157,lotion_product_157,lotion,0.482,medium,1,2,49,Recycled Aluminum Deodorant Stick,Aluminum,8,1.17,3.65,94.53,80.9,10.93,fragile,Asia,0.75,0.669611307,0.038421053,0.994793057,0.705121573,0.793,0.5408,9.341880334,0.073626316
158,foundation_product_158,foundation,0.188,medium,1,1,61,Airless Pump Bottle,Other,6,0.605,33.55,63.93,61.8,8.9,standard,Asia,0.25,0.336866902,0.353157895,0.586248331,0.37575444,0.59,0.3303,14.71074378,0.028947368
159,toner_product_159,toner,0.281,medium,1,1,144,Recycled Cardboard Sleeve,Paper/Paperboard,5,0.653,73.52,36.6,67.56,3.39,standard,Asia,0,0.365135453,0.773894737,0.221361816,0.475081911,0.039,0.0282,5.191424188,0.220468421
160,eyeliner_product_160,eyeliner,0.398,low,0,1,127,Frosted Glass Serum Bottle,Glass,8,1.201,7.86,66.04,76.47,6.99,standard,Other,0.75,0.68786808,0.082736842,0.614419226,0.628729091,0.399,0.27805,5.82014987,0.205121053
161,lipstick_product_161,lipstick,0.081,low,0,2,131,Frosted Glass Serum Bottle,Glass,6,0.269,4.51,89.55,89.3,6.16,standard,Asia,0.25,0.138987043,0.047473684,0.928304406,0.849974133,0.316,0.449,22.89962817,0.019442105
162,serum_product_162,serum,0.335,low,1,3,41,Refillable Glass Foundation Bottle,Glass,8,0.889,1.96,65.6,72.35,8.14,standard,North America,0.75,0.504122497,0.020631579,0.608544726,0.557682359,0.514,0.29425,9.156355445,0.151989474
163,lip_balm_product_163,lip_balm,0.21,medium,0,3,114,Recycled PP Compact Case,Plastic,8,0.386,32.76,49.5,74.29,7.62,express,Asia,0.75,0.207891637,0.344842105,0.393591455,0.591136403,0.462,0.12355,19.74093259,0.264852632
164,compact_product_164,compact,0.036,medium,0,1,12,Paper Tube Lip Balm Container,Paper/Paperboard,5,0.107,81.01,35.38,62.92,6.53,express,North America,0,0.043580683,0.852736842,0.205073431,0.395068115,0.353,0.0392,61.02803681,0.149921053
165,eyeliner_product_165,eyeliner,0.253,high,0,1,25,Molded Pulp Tray,Molded Pulp,8,0.427,92.05,30.69,65.68,3.05,express,Asia,0.75,0.232037691,0.968947368,0.142456609,0.442662528,0.005,-0.0215,7.142857126,0.58918421
166,lipstick_product_166,lipstick,0.121,high,0,1,139,Refillable Metal Compact Case,Aluminum,7,0.4,4.1,83.52,91.34,8.89,fragile,Asia,0.5,0.216136631,0.043157895,0.847797063,0.885152613,0.589,0.3785,22.22499994,0.036247368
167,foundation_product_167,foundation,0.413,low,1,3,41,Airless Pump Bottle,Other,8,1.23,63.04,43.52,49.59,4.71,express,Asia,0.75,0.704946996,0.663578947,0.313751669,0.165200897,0.171,0.18725,3.82926829,0.447773684
168,lotion_product_168,lotion,0.318,medium,1,1,47,Recycled PET Bottle,Plastic,9,0.588,13.89,40.93,69.57,4.43,fragile,Asia,1,0.326855123,0.146210526,0.27917223,0.509743059,0.143,0.06145,7.534013593,0.400963158
169,foundation_product_169,foundation,0.422,low,1,1,46,Glass Cosmetic Jar,Glass,6,1.274,2.16,70.81,71.71,10.58,express,Europe,0.25,0.730859835,0.022736842,0.678104139,0.546645973,0.758,0.34955,8.304552584,-0.120578947
170,lipstick_product_170,lipstick,0.408,low,0,1,38,Bamboo Fiber Compact Case,Wood/Bamboo,7,0.797,83.48,41.81,53.88,8.24,fragile,Europe,0.5,0.449941107,0.878736842,0.290921228,0.239179169,0.524,0.1487,10.33877038,0.306421053
171,lip_balm_product_171,lip_balm,0.218,low,0,3,131,Recycled PP Compact Case,Plastic,8,0.656,37.13,48.4,74.33,5.17,standard,Asia,0.75,0.366902238,0.390842105,0.378905207,0.591826177,0.217,0.11235,7.881097549,0.352152632
172,foundation_product_172,foundation,0.482,low,1,2,30,PETG Lotion Bottle,Plastic,9,0.767,35.55,43.38,68.15,6.16,standard,North America,1,0.432273262,0.374210526,0.31188251,0.485256079,0.316,0.09305,8.031290733,0.417463158
173,serum_product_173,serum,0.056,high,1,1,120,Refillable Metal Compact Case,Aluminum,9,0.105,4.51,91.31,90.36,10.56,express,Europe,1,0.042402827,0.047473684,0.951802403,0.868253147,0.756,0.4613,100.5714276,0.187442105
174,eyeliner_product_174,eyeliner,0.401,low,0,1,137,Molded Pulp Tray,Molded Pulp,6,1.138,84.33,36.47,68.83,3.88,express,Other,0.25,0.650765606,0.887684211,0.219626168,0.496982238,0.088,0.02055,3.409490331,0.339905263
175,serum_product_175,serum,0.294,high,1,2,21,Bamboo Mascara Tube,Wood/Bamboo,7,0.812,87.09,43.06,81.24,8.22,standard,Asia,0.5,0.458775029,0.916736842,0.307610147,0.710984653,0.522,0.0244,10.1231527,0.318421053
176,lipstick_product_176,lipstick,0.345,medium,0,1,1,Travel-Size Mini Tube,Other,7,0.703,56.09,73.27,64.03,7.72,standard,North America,0.5,0.394581861,0.590421053,0.710947931,0.414209346,0.472,0.41255,10.98150781,0.235526316
177,compact_product_177,compact,0.021,high,0,1,142,Rigid Kraft Paper Box,Paper/Paperboard,7,0.057,76.92,44.29,71.6,4.93,express,Other,0.5,0.014134276,0.809684211,0.324032043,0.544749095,0.193,0.0849,86.49122655,0.385005263
178,lipstick_product_178,lipstick,0.43,medium,0,1,107,Refillable Acrylic Jar,Plastic,7,0.683,16.86,64.08,62.88,6.05,fragile,North America,0.5,0.382803298,0.177473684,0.588251001,0.394378341,0.305,0.3264,8.857979489,0.161742105
179,foundation_product_179,foundation,0.157,high,1,3,77,Glass Dropper Bottle,Glass,8,0.527,8.74,74.81,87.56,11.96,express,North America,0.75,0.290930506,0.092,0.731508678,0.81996896,0.896,0.3103,22.69449711,0.0588
180,serum_product_180,serum,0.217,medium,1,3,91,Stackable Sample Pot,Plastic,7,0.326,33.83,68.65,72.85,4.01,express,Europe,0.5,0.172555948,0.356105263,0.649265688,0.566304535,0.101,0.32225,12.30061346,0.276531579
181,eyeliner_product_181,eyeliner,0.075,medium,0,1,143,Glass Cosmetic Jar,Glass,8,0.225,5.96,76.49,92.51,8.43,standard,Asia,0.75,0.113074205,0.062736842,0.753938585,0.905328505,0.543,0.30235,37.4666665,0.155921053
182,lotion_product_182,lotion,0.194,medium,1,2,117,Travel-Size Mini Tube,Other,6,0.641,34.63,45.4,46.87,7.19,standard,Europe,0.25,0.358068315,0.364526316,0.338851802,0.118296258,0.419,0.21965,11.21684866,0.083657895
183,compact_product_183,compact,0.088,medium,0,1,127,Sugarcane Bioplastic Tube,Bioplastic,6,0.192,62.53,41.98,67.3,8.23,standard,Asia,0.25,0.093639576,0.658210526,0.293190921,0.470598379,0.523,0.0833,42.86458311,0.140563158
184,eyeliner_product_184,eyeliner,0.426,medium,0,2,32,Squeezable Silicone Tube,Plastic,9,1.34,23.99,65.85,63.61,4.91,standard,Europe,1,0.769729093,0.252526316,0.61188251,0.406966718,0.191,0.34045,3.664179102,0.418457895
185,foundation_product_185,foundation,0.299,low,1,1,56,Double-Walled Acrylic Jar,Plastic,7,0.904,23.4,55.35,46.63,6.58,express,North America,0.5,0.512956419,0.246315789,0.471695594,0.114157613,0.358,0.32035,7.278761054,0.166494737
186,lipstick_product_186,lipstick,0.33,low,0,2,116,Metalized Paperboard Box,Aluminum,8,0.878,2.98,72.53,94.48,10.19,standard,Asia,0.75,0.497644287,0.031368421,0.701068091,0.939299879,0.719,0.2529,11.60592254,0.093710526
187,compact_product_187,compact,0.1,low,0,3,51,Aluminium Spray Bottle,Aluminum,9,0.155,4.82,79.61,75.9,7.19,standard,Other,1,0.071849234,0.050736842,0.795594125,0.61889981,0.419,0.4166,46.38709647,0.289521053
188,lip_balm_product_188,lip_balm,0.421,low,0,1,126,Refillable Stick Container,Plastic,8,0.959,26.1,64.8,79.36,5.15,standard,Asia,0.75,0.545347467,0.274736842,0.597863818,0.67856527,0.215,0.2512,5.370177262,0.317921053
189,compact_product_189,compact,0.249,high,0,2,85,Cornstarch Bioplastic Jar,Bioplastic,8,0.544,73.21,39.07,47.78,5.78,standard,Asia,0.75,0.300942285,0.770631579,0.254339119,0.133988619,0.278,0.1518,10.62499998,0.447789474
190,lip_balm_product_190,lip_balm,0.187,medium,0,2,82,Recycled PET Bottle,Plastic,9,0.514,33.59,46.22,71.3,6.94,standard,Asia,1,0.28327444,0.353578947,0.349799733,0.539575789,0.394,0.1057,13.5019455,0.387873684
191,foundation_product_191,foundation,0.117,medium,1,1,47,Squeezable Silicone Tube,Plastic,8,0.379,12.97,68.92,76.38,6.89,standard,Asia,0.75,0.20376914,0.136526316,0.652870494,0.627177099,0.389,0.3073,18.17941948,0.224257895
192,lip_balm_product_192,lip_balm,0.048,medium,0,2,96,Recycled PET Bottle,Plastic,8,0.119,10.21,53.88,79.24,5.93,standard,Asia,0.75,0.050647821,0.107473684,0.452069426,0.676495948,0.293,0.1426,49.83193235,0.244342105
193,eyeliner_product_193,eyeliner,0.118,low,0,2,92,Compostable Pouch with Valve,Bioplastic,6,0.372,70.87,51.77,66.83,6.82,standard,Europe,0.25,0.199646643,0.746,0.423898531,0.462493533,0.382,0.18355,18.33333328,0.2092
194,lipstick_product_194,lipstick,0.116,high,0,1,69,FSC Paperboard Carton,Paper/Paperboard,5,0.292,77.46,26.01,70.92,4.02,fragile,Asia,0,0.152532391,0.815368421,0.079973298,0.533022935,0.102,-0.0945,13.76712324,0.214010526
195,eyeliner_product_195,eyeliner,0.466,medium,0,1,30,Molded Pulp Tray,Molded Pulp,8,1.591,77.48,28.97,88.16,4.12,fragile,Europe,0.75,0.917550058,0.815578947,0.119492657,0.830315572,0.112,-0.1511,2.589566309,0.511073684
196,cream_product_196,cream,0.497,low,0,1,128,Metalized Paperboard Box,Aluminum,7,1.55,3.16,71.73,75.13,12.62,standard,Asia,0.5,0.893404004,0.033263158,0.690387183,0.605621659,0.962,0.34165,8.141935479,-0.078621053
197,serum_product_197,serum,0.07,medium,1,1,34,Compostable Pouch with Valve,Bioplastic,7,0.106,60.73,39.18,56.47,7.53,express,Asia,0.5,0.042991755,0.639263158,0.255807744,0.283842042,0.453,0.10945,71.03773518,0.255878947
198,cream_product_198,cream,0.057,low,0,2,34,Window Cutout Paperboard Box,Paper/Paperboard,8,0.118,73.63,37.75,83.34,3.84,express,North America,0.75,0.050058893,0.775052632,0.236715621,0.747197793,0.084,-0.0392,32.54237261,0.507315789
199,mascara_product_199,mascara,0.214,high,0,3,19,Double-Walled Acrylic Jar,Plastic,7,0.598,24.21,46.58,41.35,4.86,standard,Asia,0.5,0.332744405,0.254842105,0.354606142,0.023107432,0.186,0.25905,8.127090287,0.220652632
200,compact_product_200,compact,0.261,high,0,2,22,Tinted Glass Cream Jar,Aluminum,8,0.686,1.21,87.85,93.92,11.82,express,Europe,0.75,0.384570082,0.012736842,0.905607477,0.929643042,0.882,0.4089,17.23032067,0.039221053
201,lipstick_product_201,lipstick,0.366,high,0,2,93,Refillable Acrylic Jar,Plastic,8,0.583,30.26,48.15,56.1,4.41,standard,North America,0.75,0.323910483,0.318526316,0.375567423,0.277461631,0.141,0.201,7.564322457,0.353257895
202,compact_product_202,compact,0.3,high,0,2,100,Window Cutout Paperboard Box,Paper/Paperboard,8,0.994,77.91,22.55,72.61,4.08,standard,Other,0.75,0.565959953,0.820105263,0.033778371,0.562165891,0.108,-0.13755,4.104627762,0.513631579
203,cream_product_203,cream,0.201,medium,0,3,138,Refillable Acrylic Jar,Plastic,9,0.357,22.28,51.63,65.31,6.82,express,Asia,1,0.190812721,0.234526316,0.422029372,0.436282118,0.382,0.18975,19.1036414,0.355757895
